5.04	0.000109372	0	
5.0405	-0.000218743	-0.000195307	
5.041	-0.000445299	-0.000281241	
5.0415	-0.000406238	-0.000374989	
5.042	-0.000539046	-0.000265617	
5.0425	-0.000390613	-0.000226556	
5.043	-0.000359364	-0.000234368	
5.0435	-0.000390613	-0.000226556	
5.044	-0.000351552	-6.24981e-005	
5.0445	-0.000249992	-0.000164057	
5.045	-0.000351552	-3.1249e-005	
5.0455	-0.000218743	-5.46858e-005	
5.046	-0.000210931	-7.81226e-005	
5.0465	-0.000156245	-8.59349e-005	
5.047	3.90613e-005	0.000453111	
5.0475	0.000359364	0.000289054	
5.048	0.000453111	0.000492172	
5.0485	0.000273429	0.00034374	
5.049	-7.81226e-006	4.68736e-005	
5.0495	0.000218743	0.000249992	
5.05	4.68736e-005	0.000218743	
5.0505	0.000554671	0.000382801	
5.051	0.000624981	0.000289054	
5.0515	0.000546858	0.000445299	
5.052	0.000476548	0.000210931	
5.0525	0.000398425	0.000437487	
5.053	-0.000203119	0.000468736	
5.0535	0.000429674	0.00034374	
5.054	0.000499985	0.00024218	
5.0545	0.000320303	0.000281241	
5.055	0.000156245	8.59349e-005	
5.0555	0.00031249	0.000273429	
5.056	0.000195307	0.000179682	
5.0565	4.68736e-005	-1.56245e-005	
5.057	-0.000273429	-0.000265617	
5.0575	-0.00024218	-0.000124996	
5.058	-8.59349e-005	-3.90613e-005	
5.0585	0.00031249	0.000179682	
5.059	-0.000140621	0.000226556	
5.0595	0.000328115	0.00024218	
5.06	0.000531234	8.59349e-005	
5.0605	0.00034374	0.000328115	
5.061	0.000351552	0.000390613	
5.0615	0.000273429	0.000226556	
5.062	9.37471e-005	-5.46858e-005	
5.0625	0.000281241	0.00024218	
5.063	0.000499985	0.000117184	
5.0635	0.000273429	0.000390613	
5.064	0.000179682	7.03104e-005	
5.0645	-0.000124996	-0.000109372	
5.065	-0.000351552	-0.000187494	
5.0655	-0.000367176	-0.000257805	
5.066	-0.000195307	-4.68736e-005	
5.0665	0.000117184	0.000210931	
5.067	0.000320303	0.000179682	
5.0675	0.000226556	0.000382801	
5.068	9.37471e-005	0.000437487	
5.0685	0.000304678	0.000234368	
5.069	0.000281241	0.000203119	
5.0695	0.00031249	0.000304678	
5.07	7.03104e-005	0.000304678	
5.0705	0.000132808	0.000374989	
5.071	9.37471e-005	0.000374989	
5.0715	3.90613e-005	0.000109372	
5.072	5.46858e-005	0.000124996	
5.0725	-5.46858e-005	5.46858e-005	
5.073	-0.000164057	0.000156245	
5.0735	0.000218743	0.000249992	
5.074	0.000218743	0.000249992	
5.0745	0.000249992	0.00017187	
5.075	0.000249992	0.00017187	
5.0755	8.59349e-005	0.000304678	
5.076	0.000335927	4.68736e-005	
5.0765	0.000218743	-7.81226e-006	
5.077	0.000187494	0.000249992	
5.0775	3.90613e-005	0.00017187	
5.078	-0.000132808	0.00017187	
5.0785	0.000210931	3.1249e-005	
5.079	0.000210931	3.1249e-005	
5.0795	0.000187494	0.000265617	
5.08	6.24981e-005	4.68736e-005	
5.0805	-0.000195307	-0.000273429	
5.081	-0.000460923	-0.000390613	
5.0815	-0.000296866	-0.00034374	
5.082	-3.90613e-005	-0.000640605	
5.0825	-0.000117184	0.000249992	
5.083	-0.000117184	0.000390613	
5.0835	0.00024218	0.000234368	
5.084	0.000117184	0.000156245	
5.0845	0.000515609	3.1249e-005	
5.085	0.000273429	-0.000203119	
5.0855	-0.000117184	0.000374989	
5.086	-7.81226e-006	0.000390613	
