4.1325	-5.46858e-05	
4.133	-0.00031249	
4.1335	-0.000539046	
4.134	-0.00065623	
4.1345	-0.000703104	
4.135	-0.000679667	
4.1355	-0.000695291	
4.136	-0.000679667	
4.1365	-0.000531234	
4.137	-0.000570295	
4.1375	-0.000249992	
4.138	-0.000101559	
4.1385	3.90613e-05	
4.139	0.000234368	
4.1395	0.000335927	
4.14	0.000421862	
4.1405	0.000468736	
4.141	0.000398425	
4.1415	0.000367176	
4.142	0.000218743	
4.1425	0.000335927	
4.143	4.68736e-05	
4.1435	0.000624981	
4.144	0.000624981	
4.1445	0.00048436	
4.145	0.000406238	
4.1455	0.000703104	
4.146	0.000109372	
4.1465	0.000445299	
4.147	0.000429674	
4.1475	0.000367176	
4.148	0.000351552	
4.1485	0.000359364	
4.149	-0.000101559	
4.1495	-0.000281241	
4.15	-0.000335927	
4.1505	0.000179682	
4.151	3.90613e-05	
4.1515	0.000210931	
4.152	-0.000140621	
4.1525	-3.90613e-05	
4.153	0.000499985	
4.1535	0.000140621	
4.154	3.1249e-05	
4.1545	0.000148433	
4.155	9.37471e-05	
4.1555	-2.34368e-05	
4.156	0.000249992	
4.1565	0	
4.157	7.81226e-06	
4.1575	6.24981e-05	
4.158	9.37471e-05	
4.1585	0.000132808	
4.159	0.000499985	
4.1595	0.000148433	
4.16	0.000101559	
4.1605	0.000265617	
4.161	-1.56245e-05	
4.1615	0.000226556	
4.162	0.000289054	
4.1625	0.000257805	
4.163	-3.90613e-05	
4.1635	0.00034374	
4.164	0.000226556	
4.1645	0.00031249	
4.165	5.46858e-05	
4.1655	-0.000257805	
4.166	0	
4.1665	-0.000117184	
4.167	-2.34368e-05	
4.1675	0.000281241	
4.168	0.000117184	
4.1685	0.00031249	
4.169	0.000203119	
4.1695	0.000187494	
4.17	0.000218743	
4.1705	8.59349e-05	
4.171	0.000117184	
4.1715	6.24981e-05	
4.172	2.34368e-05	
4.1725	9.37471e-05	
4.173	-5.46858e-05	
4.1735	0	
4.174	-0.000132808	
4.1745	-3.1249e-05	
4.175	2.34368e-05	
4.1755	6.24981e-05	
4.176	-5.46858e-05	
4.1765	-2.34368e-05	
4.177	7.81226e-05	
4.1775	0	
4.178	2.34368e-05	
4.1785	0.000109372	
4.179	-5.46858e-05	
4.1795	0.000124996	
4.18	0.000234368	
4.1805	0.000140621	
4.181	-0.000117184	
4.1815	-0.000218743	
4.182	-0.000249992	
4.1825	-1.56245e-05	
4.183	0.000234368	
4.1835	0.000304678	
4.184	4.68736e-05	
4.1845	0.000437487	
4.185	0.000437487	
4.1855	0.000335927	
4.186	0.000234368	
4.1865	0.000273429	
4.187	-0.000140621	
4.1875	0.000320303	
4.188	0.000390613	
4.1885	0.000226556	
4.189	0.000117184	
4.1895	0.000187494	
4.19	0.000156245	
4.1905	0.000148433	
4.191	0.000249992	
4.1915	3.90613e-05	
4.192	3.1249e-05	
4.1925	-3.90613e-05	
4.193	3.1249e-05	
4.1935	-7.81226e-06	
4.194	0.000499985	
4.1945	-0.00024218	
4.195	0.000124996	
4.1955	-3.90613e-05	
4.196	-0.000187494	
4.1965	-7.81226e-06	
4.197	-0.000296866	
4.1975	-0.000507797	
4.198	-0.00024218	
4.1985	0.000203119	
4.199	-0.000156245	
4.1995	-2.34368e-05	
4.2	0.000499985	
4.2005	0.00024218	
4.201	0.000289054	
4.2015	0.000398425	
4.202	6.24981e-05	
4.2025	0.000445299	
4.203	0.000499985	
4.2035	0.00024218	
4.204	0.000476548	
4.2045	0.000398425	
4.205	0.000218743	
4.2055	0.000437487	
4.206	0.000499985	
4.2065	0.00024218	
4.207	0.000289054	
4.2075	0.000179682	
4.208	0.000234368	
4.2085	0.00031249	
4.209	3.90613e-05	
4.2095	6.24981e-05	
